tweet,user,location,date
RT @cta: [Significant Delays] Red Line trains are standing near Jackson due to an unauthorized person on the tracks. Crews working to resto…,CTARedLineAlert,"Chicago, IL",2019-10-16 10:35:19
"@cta CTA, please explain why trains &amp; buses are most of the time, besides rush hour, over crowded, delayed &amp; dirty.… https://t.co/Sj8nCmDTM8",opengrave1,,2019-10-16 06:51:52
"@cta Yeah, yeah CTA let's talk reality here: What about the daily all day long delayed packed like sardine cans tra… https://t.co/LG9ytLytJ0",opengrave1,,2019-10-16 06:40:45
@maximoprado @glover_lab @cta @SfNtweets @BromptonBicycle Jealous!! I have scoped out Chicago’s bike share… https://t.co/I9n87ygOPE,AJEisch,"Philadelphia, PA, USA",2019-10-16 05:28:31
"@cawest329 @cta @CTAFails “Hi, Boss. Uh, here’s a delay slip from the CTA! “   That’s hilarious. Being late for wor… https://t.co/QGOUlaUQdM",cta_oh,,2019-10-16 04:41:10
"@turrris @cta If you have to ask, you have your answer.",cta_oh,,2019-10-16 04:38:44
@FB_Reda @cta I get what you’re doing. You’re hoping the visiting team will be forced to forfeit since they’ll undo… https://t.co/Fp2bAsnGe8,cta_oh,,2019-10-16 04:37:51
"@cta @_lblake Why does a reroute automatically mean delays (of up to 45 minutes, yet!)?",cta_oh,,2019-10-16 04:35:56
@cta @TheOneTrueBrad Ha ha. You can’t even get the delay info correct!,cta_oh,,2019-10-16 04:33:36
@Chicagio @cta The plastic owl lobby is strong in this town! #bigowl,chicago_birder,"Chicago, IL",2019-10-16 04:32:15
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",SirChicago1,"Chicago, IL",2019-10-16 04:12:04
"RT @cta: [Planned Work w/Station(s) Bypassed] Red Line: Now thru 4am, 95th-bound Trains Bypass Jarvis Thru Loyola Stations https://t.co/UXU…",transit_tweets,,2019-10-16 04:10:10
"RT @cta: [Planned Work w/Station(s) Bypassed] Red Line: Now thru 4am, 95th-bound Trains Bypass Jarvis Thru Loyola Stations https://t.co/UXU…",SirChicago1,"Chicago, IL",2019-10-16 04:09:34
@martinezmau That rarely happens in Chicago; I haven't seen someone sing on the @cta Not when I go downtown lol It'… https://t.co/YopMp73VcI,Di_mi_nombre_,Planet Earth,2019-10-16 03:33:46
"RT @cta: [Planned Work] Blue Line: Now thru 4am, Boarding Change, Delays Between Racine and Jackson https://t.co/YADNcBvbop",transit_tweets,,2019-10-16 03:14:02
"RT @cta: [Planned Work] Blue Line: Now thru 4am, Boarding Change, Delays Between Racine and Jackson https://t.co/YADNcBvbop",CTABlueLn,"Chicago, IL",2019-10-16 03:04:05
@cta @diddy screaming to the top of my lungs I know mother f****** will you didn't pay that CTA off of my niece!,majors_janice,"Oak Forest, IL",2019-10-16 02:07:31
@sassypantsloca @Twitter @cta Nope...,xgolferx,Chicago (Center of the World),2019-10-16 01:35:20
.@cta can I get correct access key? Bus times have become very cryptic. https://t.co/cWYUnXkvbM,RTolley_IL,,2019-10-16 00:38:31
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",ErikWallenius,The South Side of Chicago,2019-10-16 00:29:19
"RT @Bobjnorris: @cta But even southpaw had to walk up the escalators at Sox/35th, since they aren’t working, as usual.",transit_tweets,,2019-10-16 00:28:53
"RT @KDillardRTA: If saving nearly $12k a year by dumping the pump isn’t enough reason to ride @cta, @Metra or @PaceSuburbanBus, how about r…",sexybabe1989,"Chicago, IL",2019-10-16 00:08:38
@cta listen the brown line run 433 this evening was FANTASTIC. Give this man a raise. #SafetyFirst #CourtesyAlways,M_A_B_U_S,Chicago,2019-10-16 00:06:31
@AJEisch @glover_lab @cta @SfNtweets I am ready and bringing the @BromptonBicycle to commute to and from the Conv C… https://t.co/v6Jdx6yfDz,maximoprado,London Ontario,2019-10-16 00:04:18
RT @cta: [Minor Delays] Linden-bound Purple Line trains are standing at Howard due to heavy train traffic/congestion. Crews working to rest…,transit_tweets,,2019-10-16 00:02:41
@MikePTraffic @cta I mean it sucks but when else are they supposed to do the necessary track work that has been improving our commutes? 🤷‍♀️,sheath2,"Chicago, IL",2019-10-15 23:48:12
@MikePTraffic @cta And it wouldn’t even suck that bad if we had dedicated bus lanes 🤷‍♀️,sheath2,"Chicago, IL",2019-10-15 23:48:07
This could be a deterrent to the thieves. The CTA has HD cameras that are not monitored. So we get a better view of… https://t.co/2ayXJifkyD,irish0714,,2019-10-15 23:45:23
@cta Unfortunately it’s tomorrow. Thanks in advance for the delays!,dudeiniowa,,2019-10-15 23:43:51
RT @origamiwizard28: @cta Someone just drove by the Sox-35th station and shot a bunch of people (including me) with yellow paintballs. Watc…,rossnik,"Victoria-Fraserview, Vancouver",2019-10-15 23:41:51
Thread! Lookie how nice @glover_lab is. Love the emphasis on public transit and walking too (although too bad @cta… https://t.co/wBYpXWKWCb,AJEisch,"Philadelphia, PA, USA",2019-10-15 23:41:14
RT @origamiwizard28: @cta Someone just drove by the Sox-35th station and shot a bunch of people (including me) with yellow paintballs. Watc…,transit_tweets,,2019-10-15 23:38:55
So I got on the CTA X9 at Ashland and Madison...6 ish... a High schooler was bleeding badly after being attacked at… https://t.co/2VASrVVYCK,purty_IZe,,2019-10-15 23:35:56
brown line 443 conductor give him a raise @cta,amys_tweeter,,2019-10-15 23:33:16
@cta Someone just drove by the Sox-35th station and shot a bunch of people (including me) with yellow paintballs. Watch out folks!,origamiwizard28,"Chicago, IL",2019-10-15 23:28:49
"@BenBradleyTV There should be a @cta guardian angels group, BRAVO Sir!!! We need more ppl like you especially on th… https://t.co/LpFEz4Qndw",BrightonParkCHI,"Brighton Park, Chicago, IL",2019-10-15 23:28:12
"I'm not crying watching the @cta Ride the Rails videos, you are!",rouselaurenc,"Orlando, FL",2019-10-15 23:27:01
@xgolferx @Twitter @cta Did you figure out what happened?,sassypantsloca,"Oakland, CA",2019-10-15 23:14:38
RT @cta: [Significant Delays] Loop-bound Orange Line trains are running w/residual delays following a mechanical problem on a train. Servic…,transit_tweets,,2019-10-15 23:12:50
@cta buses 152 and 90 delayed and jammed pack with long lines at Harlem and Addison blue line stops. What's going on?,rmoreno1138,chicago,2019-10-15 23:07:59
@cta why air the air conditioners still on in the trains? It's 55°F out...,BenNieto,"Chicago, Il",2019-10-15 23:07:52
Taking the @CTA #OrangeLine to the loop? Give yourself extra time. Trains are running with delays after an earlier… https://t.co/DrbqAPseTb,WBBM780Traffic,"Chicago, IL",2019-10-15 23:07:34
RT @cta: [Significant Delays] Loop-bound Orange Line trains are running w/residual delays following a mechanical problem on a train. Servic…,opisarepost,"Burbank, IL",2019-10-15 23:05:44
"RT @MikePTraffic: In case you're already thinking about the weekend, well, @cta is, too. This Saturday and Sunday (10/19-20), Brown Line tr…",mpbarbarie,,2019-10-15 23:04:20
@cta Any update?? I need to get to California and Devon.,myrebeccawonder,,2019-10-15 23:02:37
@cta What’s the reason this time?,feentweets,"Chicago, IL",2019-10-15 23:02:20
"I'm at @CTA - North/Clybourn in Chicago, IL https://t.co/Xdy5v7VUJ7 https://t.co/aeed25iLwr",BillDaley,Chicago,2019-10-15 22:51:21
@cta please don’t turn the heat on yet.,lilst0ck,,2019-10-15 22:44:14
"Did something happen in Chicago this afternoon while I was tucked away in my office off @twitter?

A noticeable… https://t.co/y1pN3KctG8",xgolferx,Chicago (Center of the World),2019-10-15 22:40:45
"@cta what about the red, brown, yellow, pink and purple..... oh and the escalators and elevators🤦‍♂️🤦‍♂️🤦‍♂️",demschr,,2019-10-15 22:37:43
RT @loopnorthnews: New fed money will help improve State/Lake CTA station @cta @ellarissa - https://t.co/eTWnzgSBjQ,RTA_Chicago,Northeastern Illinois,2019-10-15 22:37:01
@SilvestriWoman @cta @ctabrown @CTAFails Even at Fullerton at 5:30 https://t.co/lGcRyJN46k,beardedtongue,"Chicago, IL",2019-10-15 22:30:45
"RT @KDillardRTA: If saving nearly $12k a year by dumping the pump isn’t enough reason to ride @cta, @Metra or @PaceSuburbanBus, how about r…",RTA_Chicago,Northeastern Illinois,2019-10-15 22:30:07
@cta back on your racists bullshit. 4 trains headed north back to back. ZERO going south,minadelecia88,Chicago ,2019-10-15 22:29:23
"I'm at @CTA - Loyola in Chicago, IL https://t.co/xTyACPmsee https://t.co/f1DWGmgsrA",BillDaley,Chicago,2019-10-15 22:25:17
Every. Damn. Day. On the blue line. @cta 🙄,Sean63027908,,2019-10-15 22:23:27
@Curbed @chicagosmayor @cta @ChicagoDOT @IDOTDistrict1 @n_lakeshoredr We need more bus-only lanes! Let's speed up o… https://t.co/pOo7frBUTq,PurpleFemmedigo,"Chicago, IL",2019-10-15 22:20:30
"RT @cta: [Minor Delays] Howard-bound Red Line trains are running w/residual delays. Service is resuming, allow extra time.",transit_tweets,,2019-10-15 22:16:13
"RT @cta: [Minor Delays] Howard-bound Red Line trains are running w/residual delays. Service is resuming, allow extra time.",itsmetyrinh,"Chicago, IL",2019-10-15 22:14:47
@cta Here's the real pigeon deterrent... https://t.co/NgN4S3VsCL,Chicagio,Chicago,2019-10-15 22:06:30
"RT @cta: [Minor Delays] Howard-bound Red Line trains are running w/residual delays. Service is resuming, allow extra time.",CTARedLineAlert,"Chicago, IL",2019-10-15 22:06:26
"@4LETTERBIRD @cta Me, a pigeon: ""Jeez, I really wish Great Horned Owls didn't all of a sudden decide to perch out i… https://t.co/JXUYzROmA6",Chicagio,Chicago,2019-10-15 22:04:58
some lady on the @cta platform just tried to steal my phone by literally taking it from my hands lolll what the fuck,LaurenAnglin,"Chicago, IL",2019-10-15 22:03:40
"⁦@cta⁩ It’s long past time that you update ⁦@ctabrown⁩ schedules to reflect that, during PM commute, trains run, in… https://t.co/W8loLtLkXJ",SilvestriWoman,"Chicago, IL",2019-10-15 21:55:24
RT @cta: [Normal Service*] The temporary reroute of  Southbound 22 Clark buses near Polk/State has ended.,transit_tweets,,2019-10-15 21:53:55
RT @cta: [Normal Service*] The temporary reroute of  Southbound 22 Clark buses near Polk/State has ended.,RNovickis,,2019-10-15 21:50:36
@cta what's up with cops yelling at commuters at the Lake red line? #chillout,thedarknessIRL,,2019-10-15 21:39:46
@cta Are we good to go yet or,LA_Varg,"Chicago, USAUSAUSA",2019-10-15 21:37:03
@cta @CTAFails once again busses rerouted with no notice anywhere.  You have made it impossible to get ANYWHERE rel… https://t.co/bfMPm3xuXp,edelweiss_,"Chicago, IL",2019-10-15 21:29:44
"If saving nearly $12k a year by dumping the pump isn’t enough reason to ride @cta, @Metra or @PaceSuburbanBus, how… https://t.co/6TrQVDsZhC",KDillardRTA,Northeastern Illinois,2019-10-15 21:26:00
"RT @cta: [Minor Delays / Reroute] Southbound 22 Clark buses are temporarily rerouted via Clark, Harrison and Dearborn.",transit_tweets,,2019-10-15 21:24:04
@cta I was an advocate for our transportation system and now I just am too worried to go back on.  I have seen argu… https://t.co/i3DDjFHUld,yesitsramsey95,Saint charles IL,2019-10-15 21:20:43
@cta FYI the #28 DID NOT STOP at the relocated bus stop (68) east side of Franklin on Jackson — please get the word out to the operators!,brittyknows,Urbs in Horto,2019-10-15 21:20:11
@BenBradleyTV @WGNNews He is a hero! When will @cta work on offering security for their customers?  Hmmm!,yesitsramsey95,Saint charles IL,2019-10-15 21:17:57
@cta This happens every morning it’s not a weird one time occurrence,vanejpeg,"Chicago, IL",2019-10-15 21:08:33
"I'm at @CTA - Loyola in Chicago, IL https://t.co/Df3U1fJFtL https://t.co/rmf0tFuGFY",BillDaley,Chicago,2019-10-15 21:00:41
"RT @cta: [Significant Delays] Howard-bound Red Line trains are running w/residual delays. Service is resuming, allow extra time.",transit_tweets,,2019-10-15 20:55:14
"Made it (at @CTA Bus Stop 1124 in Chicago, IL) https://t.co/VIDB5h3CnC",lostboy2,chicago il,2019-10-15 20:52:28
"@Chicagio @cta But they’re not just owl figures, they’re strategic owl figures 😂",4LETTERBIRD,"Chicago, IL",2019-10-15 20:47:01
"RT @cta: [Significant Delays] Howard-bound Red Line trains are running w/residual delays. Service is resuming, allow extra time.",CTARedLineAlert,"Chicago, IL",2019-10-15 20:46:07
Everyday you people are having #Redline issues. But you want a billion dollars to build a bridge you don’t need. Fi… https://t.co/CzVBRV4wfw,tominrp,"Chicago, IL",2019-10-15 20:43:18
RT @cta: [Normal Service*] The temporary reroute of 36 Broadway buses near Sheridan/Devon has ended.,transit_tweets,,2019-10-15 20:41:57
"@cta Both myself and my girlfriend have sent multiple emails. Most go without a response, but when we get a reply,… https://t.co/Joj14Q4MfB",TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 20:36:03
"RT @cta: [Minor Delays] O'Hare-bound Blue Line trains are running w/residual delays. Service is resuming, allow extra time.",transit_tweets,,2019-10-15 20:34:11
"I'm at @CTA - Belmont (Red/Brown/Purple) in Chicago, IL https://t.co/PiGqkuTSgq https://t.co/0awB5IEFQl",BillDaley,Chicago,2019-10-15 20:33:16
@CTA Don’t you teach your drivers to ensure a disabled passenger is seated before they take off? The 201 west at st… https://t.co/cEbTSYTz2G,LaurieAEakes,Chicagoland,2019-10-15 20:27:59
I’ll never understand @cta’s policiy with express trains. Waiting on the blue line... “Oh you’ve been waiting for 1… https://t.co/VXrRQ2BRx6,IJayHawk,Chicago,2019-10-15 20:27:10
"I'm at @CTA - Paulina in Chicago, IL https://t.co/9N4Qp9UMk4 https://t.co/Wl6UqpC70y",BillDaley,Chicago,2019-10-15 20:23:47
"RT @Danielbpalka: @mouthishere True I got lucky, got to ride the train to work in the best city. Thanks to @cta",cta,"Chicago, IL",2019-10-15 20:14:47
"Uhhh... @cta unless your ""owl figures"" are actual owls, this won't work.  I give a decoy 3 weeks before it's covere… https://t.co/SUnaBWSTk2",Chicagio,Chicago,2019-10-15 20:12:53
RT @cta: [Significant Delays] 95th-bound Red Line trains are running w/residual delays following earlier police activity at Belmont. Servic…,transit_tweets,,2019-10-15 20:10:32
@spaykin @CARTO @cta Something for @Trondheim and @atb_no?,Tono_Armas,"Trondheim, Noruega",2019-10-15 19:33:49
RT @motherhoodwhat: Hey @cta the conductor Eric (60669) on the brown line just helped a customer down the stairs because she couldn’t do it…,TheSixthWard,"South Side, Chicago, IL",2019-10-15 19:24:10
"RT @KevinIrvineChi: ⁦@cta⁩ is seeking new members for its ADA Advisory Committee. Contact Amy Serpe, Manager, ADA Compliance Programs, to a…",MikeThornton71,"Little Rock, AR",2019-10-15 19:23:05
"⁦@cta⁩ is seeking new members for its ADA Advisory Committee. Contact Amy Serpe, Manager, ADA Compliance Programs,… https://t.co/MhJRjH9fVb",KevinIrvineChi,"Albany Park, Chicago",2019-10-15 19:21:26
"@mouthishere True I got lucky, got to ride the train to work in the best city. Thanks to @cta",Danielbpalka,"Chicago, IL",2019-10-15 19:20:03
"Was just politely offered a Modelo on the bus. Thank you, @cta. This city is magical ✨",Caelilu,"Chicago, IL",2019-10-15 19:13:49
it me and the @cta 77 https://t.co/5HyBDeQQln,matthewmagellan,"Chicago, IL",2019-10-15 19:10:12
"@cta, people on the south side need access to/from Midway too. Stop allowing southbound Green line at Roosevelt to… https://t.co/1R1zHqrn4I",sultanidighton,,2019-10-15 19:01:02
@cta has the Tripp bus stop been eliminated going eastbound on the 74 Fullerton?,amvgxo,,2019-10-15 18:51:16
"@cta Your riders. We are the ones paying for the service or lately, the lack there of. 

Thank you for your time today.",TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 18:46:29
@cta And unforgiving when anyone tried to speak what has happened. I have been frequently tweeting about MAJOR issu… https://t.co/8BIb8faDKy,TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 18:45:44
@cta The many senior and non-English speaking riders are unable to advocate for themselves via Twitter or email and… https://t.co/ruWNFx9Xhm,_lblake,"Chicago, IL",2019-10-15 18:44:10
"@cta Just as suddenly reappear without warning. I understand issues beyond your control arise, but on a daily basis… https://t.co/je2tLXPhVp",TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 18:43:21
@cta Please let someone at the Loyola station know so they can inform the people waiting there. I sometimes wonder… https://t.co/KGZ8AN83yh,_lblake,"Chicago, IL",2019-10-15 18:43:06
"I'm at @CTA - Belmont (Red/Brown/Purple) in Chicago, IL https://t.co/JDzq1mORrK https://t.co/htQ1OqgU1P",BillDaley,Chicago,2019-10-15 18:40:54
"@cta While I sincerely appreciate the reply, this time around, this is not just a simple one time issue. The 155 is… https://t.co/iaPASzhexg",TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 18:40:35
"@cta Apparently there is a reroute on the 155 that only 155 drivers know about. No signage, no tweets, nothing. I w… https://t.co/pt4g7nIOOU",_lblake,"Chicago, IL",2019-10-15 18:39:31
"@cta At Loyola, there were 50+ people waiting for the 155. We waited for more than 30 minutes and buses were appear… https://t.co/9XR7XzfGgm",_lblake,"Chicago, IL",2019-10-15 18:37:21
"@cta At noon I was boarding eastbound at Devon/Ridge. This bus was extremely delayed, we had to wait for the next b… https://t.co/hsfMDUyfSR",_lblake,"Chicago, IL",2019-10-15 18:35:16
"I'm at @CTA - Clark/Lake in Chicago, IL https://t.co/LyvgW0vsUi",lZoFAR,Thailand,2019-10-15 18:26:28
"I'm at @CTA - Loyola in Chicago, IL https://t.co/ozawtqZzei https://t.co/A3EaI2Ek0G",BillDaley,Chicago,2019-10-15 18:22:56
"@cta But even southpaw had to walk up the escalators at Sox/35th, since they aren’t working, as usual.",Bobjnorris,"Illinois, USA",2019-10-15 18:18:47
@cta #cta #ctafails lol it's amazing the way drivers are rudely driving on the south bound 22 no. 1787 braking and… https://t.co/D4q0JXzf9b,SillyDanika995,"Chicago, IL",2019-10-15 18:16:08
@cta might wana tell folks about the 155 reroute going west on pratt to clark and then continuing west from clark a… https://t.co/9BcrjOLeDV,TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 18:02:53
"RT @MikePTraffic: In case you're already thinking about the weekend, well, @cta is, too. This Saturday and Sunday (10/19-20), Brown Line tr…",CWBChicago,Wrigleyville-Boystown Chicago,2019-10-15 18:00:42
"@cta 155 bus has been ""due"" for 10+ mins now and arrivals map keeps taking buses of map. Maybe respond to the urgen… https://t.co/2fdxBw77By",TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 17:54:38
"In case you're already thinking about the weekend, well, @cta is, too. This Saturday and Sunday (10/19-20), Brown L… https://t.co/FwppDBg4IH",MikePTraffic,"Chicago, IL",2019-10-15 17:54:18
"@cta Also, why though? Same with 151s reasoning?",TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 17:50:58
@cta And Sheridan!,TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 17:50:13
@cta That bus route doesn't go that far north to Pratt or Ashland? What are you talking about? It goes west on devo… https://t.co/uEDa0mnGmT,TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 17:49:49
@cta You have Route 36 buses coming south on sheridan from god knows where in front of Loyola Red Line station. Wai… https://t.co/f9xvydl6sh,TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 17:47:24
@cta drivers when they see somebody a lil too slow https://t.co/RD2b5NacSn,highcago420,She/her//they/them,2019-10-15 17:47:16
RT @APTA_info: The #APTAtransform19 general session happening now is “TRANSforming Today's #Transit Agency in a Time of Rapid Change” with…,CommsTeej,"Washington, D.C.",2019-10-15 17:43:59
Major cities across the country are investing in #publictransit. @cta secured $7 B and New York’s MTA secured $51 B for capital projects.,ehockman,"West Des Moines, IA",2019-10-15 17:42:31
The #APTAtransform19 general session happening now is “TRANSforming Today's #Transit Agency in a Time of Rapid Chan… https://t.co/N7L1oAzD0u,APTA_info,"Washington, DC",2019-10-15 17:41:42
"More @CTA delays, this time on the #redline. It's like I am only supposed to go to work and not do anything else.",annielogue,Chicago,2019-10-15 17:30:54
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing at Racine due to a mechanical problem. Crews working to restore ser…,transit_tweets,,2019-10-15 17:27:37
RT @Danielbpalka: @cta I on that L to 35th frequently never saw @Southpaw he must be a poser,MOFFITW,"uptown, chi-city ✶✶✶✶",2019-10-15 17:25:10
Give yourself extra time to head south on the @CTA #RedLine this afternoon. Trains are running with delays after be… https://t.co/m6KMGDPsjd,WBBM780Traffic,"Chicago, IL",2019-10-15 17:16:54
What a panel talking about innovation and mobility! ⁦@APTA_info⁩ ⁦@nc4mm⁩ ⁦@NYC_DOT⁩ @nymta ⁦@cta⁩ https://t.co/Z3opwGUDTG,judylshanley,"Chicago, IL",2019-10-15 17:12:59
RT @cta: [Significant Delays] 95th-bound Red Line trains are running w/residual delays following earlier police activity at Belmont. Servic…,WGNNews,"Chicago, IL",2019-10-15 17:12:53
"Today, a guy was trying to get off the train &amp; ended up missing two stops because people kept getting on before let… https://t.co/Hspso5UYbo",Jbieck,"Chicago, IL",2019-10-15 17:09:50
RT @cta: [Significant Delays] 95th-bound Red Line trains are running with delays at Belmont due to police activity.,transit_tweets,,2019-10-15 17:04:30
"@cta @CTAFails  Another day, another 155 horror story! Live from streets! This is what happens when you only run TW… https://t.co/uNnAEc7LO7",TheOneTrueBrad,"NW Burbs, Illinois",2019-10-15 17:02:03
RT @cta: [Significant Delays] 95th-bound Red Line trains are running w/residual delays following earlier police activity at Belmont. Servic…,CTARedLineAlert,"Chicago, IL",2019-10-15 17:01:13
"@cta please, please, please, can we fix the service on the 155 route? There are gaps of 45+ minutes in service, unr… https://t.co/CuwC7GCORF",_lblake,"Chicago, IL",2019-10-15 17:01:04
RT @cta: [Significant Delays] 95th-bound Red Line trains are running with delays at Belmont due to police activity.,huskeeman82,"Chicago, IL",2019-10-15 17:00:22
RT @cta: [Significant Delays] 95th-bound Red Line trains are running with delays at Belmont due to police activity.,ijustwannaBKing,"Washington Heights, Chicago",2019-10-15 16:56:48
RT @drfurry2: @cta The train maintenance with the @cta has to be the most incompetent.  What other explanation for mechanical problems ever…,transit_tweets,,2019-10-15 16:56:29
RT @cta: [Significant Delays] 95th-bound Red Line trains are running with delays at Belmont due to police activity.,CTARedLineAlert,"Chicago, IL",2019-10-15 16:55:12
"I'm at @CTA - Bryn Mawr in Chicago, IL https://t.co/cY6BrXeyWe https://t.co/5pRR7HlLqD",vietvet52,HERE  #EatTheRich  #ITMFA ,2019-10-15 16:53:20
"@KDillardRTA @cta @Metra @PaceSuburbanBus @chicagotribune Everyone wins* 

Seriously, who doesn’t benefit from inve… https://t.co/Jxb1dZDPez",Hello_Gello,"Chicago, IL",2019-10-15 16:51:09
@cta every day! CTA! catch u on da green line,BonniBluesWSide,,2019-10-15 16:44:21
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",JustDwana,****,2019-10-15 16:37:21
"RT @cta: [Minor Delays / Reroute] 36 Broadway buses are temporarily rerouted via Broadway, Pratt and Clark.",transit_tweets,,2019-10-15 16:35:51
"@ClaytonGuse ""The Chicago teams are not in the playoffs, all right? So @cta won't welcome you commandeering one of… https://t.co/1bRZPU6WPq",JMartinezNYC,"New York, NY",2019-10-15 16:31:18
"RT @cta: [Minor Delays / Reroute] 151 Sheridan buses are temporarily rerouted via Devon, Clark, Pratt and Ashland.",huskeeman82,"Chicago, IL",2019-10-15 16:29:34
"RT @cta: [Minor Delays / Reroute] 36 Broadway buses are temporarily rerouted via Broadway, Pratt and Clark.",huskeeman82,"Chicago, IL",2019-10-15 16:28:56
"RT @thrudasmog: Hamburg, Germany buying ONLY #electricbuses starting in 2020. 500+by 2025 and all #electric fleet by 2030. @cta @chicagosma…",WolfMamaKitchen,,2019-10-15 16:01:33
"Hamburg, Germany buying ONLY #electricbuses starting in 2020. 500+by 2025 and all #electric fleet by 2030. @cta… https://t.co/7cgL705n8C",thrudasmog,Chicago,2019-10-15 15:59:21
@CWBChicago @cta They shouldn't have disbanded the CTA Police.,CraigSinck,Midwest,2019-10-15 15:53:52
@cta Still a daily occurrence... why?,feentweets,"Chicago, IL",2019-10-15 15:52:12
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are running w/residual delays following earlier signal problems at Grand. Servic…,transit_tweets,,2019-10-15 15:50:01
@Danielbpalka @cta @Southpaw Shit Danny hope I see you around sometime!,cashfromthechi,"Chicago, IL",2019-10-15 15:42:32
@cta with protection if you can handle that what's up,majors_janice,"Oak Forest, IL",2019-10-15 15:37:37
@cta I'm sorry I just want to sex I want no relationship,majors_janice,"Oak Forest, IL",2019-10-15 15:36:38
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",LucianCharms,Chicago ,2019-10-15 15:32:04
@cta To the unemployment office if y’all don’t finish up the Green Line night construction. 😒,eileenblack,41.9121963-87.6367187,2019-10-15 15:21:05
"I'm at @CTA - O'Hare in Chicago, IL https://t.co/JqlMB47uOF",lZoFAR,Thailand,2019-10-15 15:17:10
RT @cta: [Minor Delays] Linden-bound Purple Line trains are running w/residual delays following earlier heavy train traffic/congestion at H…,transit_tweets,,2019-10-15 15:07:47
RT @irish0714: @CWBChicago The @cta has a crime problem. Security is needed at the stations. I don't care if it's a K9 unit or CPD transit…,I_am_Badlands,"Illinois, USA",2019-10-15 15:06:08
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing at O'Hare. Crews working to restore service.,itsmetyrinh,"Chicago, IL",2019-10-15 15:03:44
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier delay at O'Hare. Service is r…,itsmetyrinh,"Chicago, IL",2019-10-15 15:03:42
RT @cta: [Minor Delays] Linden-bound Purple Line trains are standing at Howard due to heavy train traffic/congestion. Crews working to rest…,itsmetyrinh,"Chicago, IL",2019-10-15 15:03:34
RT @cta: [Minor Delays] Linden-bound Purple Line trains are running w/residual delays following earlier heavy train traffic/congestion at H…,itsmetyrinh,"Chicago, IL",2019-10-15 15:03:22
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing at Grand due to signal problems. Crews working to restore service.,itsmetyrinh,"Chicago, IL",2019-10-15 15:03:06
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are running w/residual delays following earlier signal problems at Grand. Servic…,itsmetyrinh,"Chicago, IL",2019-10-15 15:03:04
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier delay at O'Hare. Service is r…,transit_tweets,,2019-10-15 14:57:10
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",caseymerwin,"Chicago, IL",2019-10-15 14:41:02
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",camille_roberts,"Illinois, USA",2019-10-15 14:37:22
@Danielbpalka @cta @Southpaw Damn shots fired!,ReneM814,"Chicago, IL",2019-10-15 14:34:21
RT @Danielbpalka: @cta I on that L to 35th frequently never saw @Southpaw he must be a poser,ReneM814,"Chicago, IL",2019-10-15 14:34:16
Yo @cta this bus is missing some seats. https://t.co/2d8xDX6065,je_antos,,2019-10-15 14:34:07
"RT @cta: The wait is over 🙌🎉🚆! Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, b…",tonreihe,"Chicago, Illinois",2019-10-15 14:27:20
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing at Racine due to a mechanical problem. Crews working to restore ser…,huskeeman82,"Chicago, IL",2019-10-15 14:18:19
RT @Danielbpalka: @cta I on that L to 35th frequently never saw @Southpaw he must be a poser,transit_tweets,,2019-10-15 14:17:17
"RT @FB_Reda: @cta Have the players take the redline for the crosstown classic, let’s get some cross promotion going @cta",transit_tweets,,2019-10-15 14:15:31
