tweet,user,location,date
@Dannerdog1 @SarahJindra @WGNNews @cta Not made fun of intimidated. Inside info pal and it ain’t bullshit.,JosephGKogutJr,Chicago,2019-10-18 14:28:34
@cta GARBAGE PUBLIC TRANSIT,wearsallblack1,"Chicago, IL",2019-10-18 14:28:33
@cta ANSWER MY TWEET WHY YOU MADR THE 95th BOUND TRAIN RAN EXPRESS ON THORNDALE WHAT WAS THE ISSUE WITH THAT?????????,wearsallblack1,"Chicago, IL",2019-10-18 14:28:26
@cta why did the red 95th bound ran express on thorndale? What was the issue?,wearsallblack1,"Chicago, IL",2019-10-18 14:24:29
@cta That’s not it. The reroute on WB is Foster to Ashland to Lawrence to Damen to Foster (EB is just the reverse).… https://t.co/drCjGnyyPn,terynjrobinson,"Chicago, IL",2019-10-18 14:23:12
RT @cta: [Significant Delays] Blue Line trains are standing at Jackson due to an unauthorized person on the tracks. Crews working to restor…,huskeeman82,"Chicago, IL",2019-10-18 14:21:41
"@cta I don’t know if the speaker was just for the orange line or all of them, but the message we just heard was so… https://t.co/bDw4JvSgdQ",rcoasb96,Poundtown,2019-10-18 14:17:51
The gentleman from @CTULocal1 who jumped on @cta bus X49 Western shared his school hasn’t had a librarian in over 3… https://t.co/hePmaG4Urs,kt_mullan,"Chicago, IL",2019-10-18 14:12:49
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",tinarina,"lincoln square, chicago",2019-10-18 14:10:17
@JosephGKogutJr @SarahJindra @WGNNews @cta Get the fuck outta here. Kids these days are way nicer. My kids in 8th g… https://t.co/SYBzRMQ4BT,Dannerdog1,,2019-10-18 14:06:18
RT @msanchezMIA: Dear @cta please give the blue line conductor who was singing this morning a raise. I feel so lucky every time I am on his…,afersa,"East Bay, California ",2019-10-18 14:00:56
@cta @chicagosmayor Milwaukee Ave #busway / #bikeway / #scooterway,PaulEsling,"Chicago, IL",2019-10-18 14:00:38
@ChicagoDPD @cta @theCHAtweets This is currently an empty lot correct?,jhodapp,"Chicago, IL",2019-10-18 14:00:37
"@cta full heat on the bus is not necessary yet. In fact, NO heat on the bus is necessary yet.",caitiebeth23,"Chicago, IL",2019-10-18 13:58:21
@Dannerdog1 @SarahJindra @WGNNews @cta Teachers were allowed to discipline students. Give true grades and by that I… https://t.co/GzNSjv3PvJ,JosephGKogutJr,Chicago,2019-10-18 13:55:52
"@JohnRussell99 @ReporterTopher @cta ""Next stop is Daaaaaamoooooon"" and other announcements in song",msanchezMIA,"Chicago, IL",2019-10-18 13:55:23
@cta 146 BLEW past me in the loop this morning. I'd been waiting. Walked to the edge of the sidewalk to signal. Can… https://t.co/upJhDGbGHO,meganlothamer,"Chicago, IL",2019-10-18 13:52:51
"@msanchezMIA @ReporterTopher @cta Name of song, please?",JohnRussell99,"Indianapolis, IN",2019-10-18 13:52:03
"@cta I was at that stop since 8, and the first bus came at 8:25",AndrewAburtoF,,2019-10-18 13:49:36
@cta This is making the bus to have to stop on every bus stop... it's already created a 13 min delay. What's going on?,AndrewAburtoF,,2019-10-18 13:46:18
@JosephGKogutJr @SarahJindra @WGNNews @cta In what way?,Dannerdog1,,2019-10-18 13:45:36
The odds of boarding the Blue Line are low and dropping fast with every new #TOD b/t Logan Square and Grand despite… https://t.co/tx0VwV3HM7,PaulEsling,"Chicago, IL",2019-10-18 13:44:58
@Dannerdog1 @SarahJindra @WGNNews @cta Late 70’s De LaSalle but attitudes were adjusted differently,JosephGKogutJr,Chicago,2019-10-18 13:44:43
@cta The southbound on Damen &amp; Milwaukee had only one bus for 24 min. The schedule said 4 buses had been passing an… https://t.co/3RlLwUbyxc,AndrewAburtoF,,2019-10-18 13:42:59
@JosephGKogutJr @SarahJindra @WGNNews @cta I went to Newberry in the 80s early 90s. We had 32 to a class. It’s the same as it ever was.,Dannerdog1,,2019-10-18 13:42:58
RT @msanchezMIA: Dear @cta please give the blue line conductor who was singing this morning a raise. I feel so lucky every time I am on his…,ddteachpaz,"Chicago, IL",2019-10-18 13:39:43
RT @msanchezMIA: Dear @cta please give the blue line conductor who was singing this morning a raise. I feel so lucky every time I am on his…,phaded_dubfix,"The Chamber, Chi-Raq",2019-10-18 13:36:12
@Dannerdog1 @SarahJindra @WGNNews @cta Real life begins when I retire,JosephGKogutJr,Chicago,2019-10-18 13:33:06
@Dannerdog1 @SarahJindra @WGNNews @cta As a matter of fact the pension issue is much more of a CFD issue because of… https://t.co/F8Vh42zWwQ,JosephGKogutJr,Chicago,2019-10-18 13:32:46
RT @msanchezMIA: Dear @cta please give the blue line conductor who was singing this morning a raise. I feel so lucky every time I am on his…,ReporterTopher,,2019-10-18 13:29:42
RT @msanchezMIA: Dear @cta please give the blue line conductor who was singing this morning a raise. I feel so lucky every time I am on his…,roshelley,,2019-10-18 13:29:10
We need this in Chicago now. @cta @chicagosmayor @ChicagoDOT https://t.co/KDFadRwxBZ,aka60643,Chicago,2019-10-18 13:28:57
RT @msanchezMIA: Dear @cta please give the blue line conductor who was singing this morning a raise. I feel so lucky every time I am on his…,stacydavisgates,"Seeking Justice, IL",2019-10-18 13:28:20
So @CTA yall just continue to pass up passengers!!!!!,kingthorshammer,,2019-10-18 13:27:57
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are standing at Forest Park. Crews working to restore service.,itsmetyrinh,"Chicago, IL",2019-10-18 13:26:23
@cta Between 7:40am and 8am - on average I would say I’ve been waiting 10 minutes before hopping on a different bus. Thank you!,marymantia22,Chicago,2019-10-18 13:25:19
Dear @cta please give the blue line conductor who was singing this morning a raise. I feel so lucky every time I am on his train,msanchezMIA,"Chicago, IL",2019-10-18 13:24:54
"My @cta bus driver straight up made eye contact and ignored my stop, it’s ok I needed the steps to scream before work anyways",pleb_ian2,"Chicago, IL",2019-10-18 13:23:29
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",ChristineLampi3,"Long Island, NY",2019-10-18 13:21:18
"RT @jimsey: Hey @cta about 99% of your drivers are excellent, but this ain't cool. When the 1% cuts in front of me at 20 MPH and forces me…",benelling,"Toronto, CA",2019-10-18 13:18:49
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",Vivaciousveter1,,2019-10-18 13:17:52
"@cta @T_Deitz The station isn’t the problem, the train being completely full at Chicago is.",CraigularB,"Chicago, IL",2019-10-18 13:14:29
"RT @cta: Blue Line riders, remember: Trains to downtown and Forest Park begin bypassing Division on Monday as station improvements continue…",transit_tweets,,2019-10-18 13:10:58
These Saucey ads on the ⁦@cta⁩ for home alcohol delivery seem to promote excessive consumption in isolation https://t.co/7zrSd15H6k,MarySueMPC,Chicago,2019-10-18 13:09:50
@cta : Want more $ and customer satisfaction? Easy. Put up signs/ make announcements during rush hour telling peopl… https://t.co/gpcJVofakx,JamesTanev,* Chicago * Seattle *,2019-10-18 13:03:27
@cta reroute eastbound 35 bus to Wallace - 33rd - Normal - 35th. Another stuck truck,sonnyprospect,,2019-10-18 13:02:03
@cta #135 bus the last few days has been running pretty delayed SB at Waveland/LSD. The app and stop tracker will s… https://t.co/nduetbT3I8,marymantia22,Chicago,2019-10-18 13:01:11
"RT @cta: Blue Line riders, remember: Trains to downtown and Forest Park begin bypassing Division on Monday as station improvements continue…",BillWest5,Chicago,2019-10-18 13:01:07
"RT @cta: Blue Line riders, remember: Trains to downtown and Forest Park begin bypassing Division on Monday as station improvements continue…",CTABlueLn,"Chicago, IL",2019-10-18 13:01:05
"@cta @TheCTA_BLUELINE : you need to better communicate with your station attendants, as at Belmont they didn’t let… https://t.co/oSSBfi4uxG",carterobrien,Chicago,2019-10-18 13:00:23
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier mechanical problem near Austi…,huskeeman82,"Chicago, IL",2019-10-18 12:59:20
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier mechanical problem near Austi…,transit_tweets,,2019-10-18 12:54:00
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing near Austin due to a mechanical problem. Crews working to restore s…,transit_tweets,,2019-10-18 12:52:52
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier mechanical problem near Austi…,opisarepost,"Burbank, IL",2019-10-18 12:45:06
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing near Austin due to a mechanical problem. Crews working to restore s…,_laserpipe,"Brooklyn, NY",2019-10-18 12:44:54
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",LyonGabrielle,Chicago,2019-10-18 12:37:55
"@cta y’all really got to fix y’all situation with brown line, how do I get here at 7:00 am at Kimball and I still g… https://t.co/ereZAZviQz",koolestindian,The Chi,2019-10-18 12:37:13
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",QuarryCo,,2019-10-18 12:34:19
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",BLCLegal,,2019-10-18 12:24:57
@cta Tower man again?,gontos76,,2019-10-18 12:24:27
@royalpratt @_johnbyrne @marywizchicago I guess I’m taking @cta then.,NotoriousJTB,"Hardscrabble, #Chiraq.",2019-10-18 12:22:55
@cta you suck fat donkey dicks with these closures,broceefus,,2019-10-18 12:14:24
@ChicagoPD19 @cta And look at that big wimp to his right that wouldn't get up and help him detain the guy.,annbab101,USA,2019-10-18 12:13:47
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",annbab101,USA,2019-10-18 12:12:21
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",oneruffsea,"Florida, USA",2019-10-18 12:12:14
"@CTULocal1 Strike Day #2: Until school is back in session, @CTA offering free rides to CPS students Monday-Friday f… https://t.co/31CM6jMEfE",WGNtraffic,"Chicago, IL",2019-10-18 12:10:49
@JosephGKogutJr @SarahJindra @WGNNews @cta My account isn’t new. I just don’t look for friends online as I have enough in real life.,Dannerdog1,,2019-10-18 12:02:41
@JosephGKogutJr @SarahJindra @WGNNews @cta What does it matter what kind of account I have? I ask a valid question.,Dannerdog1,,2019-10-18 12:01:49
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",BirdsLuvFlyers,,2019-10-18 11:59:02
Coming for you @cta https://t.co/jRcsIuYb7c,Tyler052577,,2019-10-18 11:53:15
@Dannerdog1 @SarahJindra @WGNNews @cta My what a brand new shiny account you have!,JosephGKogutJr,Chicago,2019-10-18 11:52:29
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",nellie_read,,2019-10-18 11:33:35
.@cta How long is the 92’s reroute because of the construction at Ravenswood/Foster? Haven’t been able to find a customer alert.,terynjrobinson,"Chicago, IL",2019-10-18 11:26:19
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",medic_clinic,,2019-10-18 11:24:22
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",mizzybrown,"Cape Breton, Nova Scotia",2019-10-18 11:18:11
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",M_Stonecipher_,,2019-10-18 11:15:27
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are running w/residual delays following an earlier delay at Forest Park. Servic…,transit_tweets,,2019-10-18 11:11:52
RT @cta: [Significant Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier delay at O'Hare. Servic…,transit_tweets,,2019-10-18 11:10:23
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are standing at Forest Park. Crews working to restore service.,transit_tweets,,2019-10-18 11:08:08
RT @cta: [Significant Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier delay at O'Hare. Servic…,opisarepost,"Burbank, IL",2019-10-18 11:04:28
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are running w/residual delays following an earlier delay at Forest Park. Servic…,opisarepost,"Burbank, IL",2019-10-18 11:04:23
I don’t understand the @cta. How come a bus can get to the station at the same time every morning but the Blue line… https://t.co/LP72kPslKh,anamariahz,☆☆☆☆,2019-10-18 10:50:58
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",MisterB76428978,"Texas, USA",2019-10-18 10:41:53
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",Notyomamma2,"San Antonio, TX",2019-10-18 10:37:08
RT @cta: [Significant Delays] Dempster-Skokie-bound Yellow Line trains are standing at Howard. Crews working to restore service.,transit_tweets,,2019-10-18 10:25:30
RT @cta: [Significant Delays] Dempster-Skokie-bound Yellow Line trains are standing at Howard. Crews working to restore service.,opisarepost,"Burbank, IL",2019-10-18 10:22:29
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",rgreer694,"From Louisville, Ky, Currently living in The Philippines",2019-10-18 10:01:06
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",2drunksmurf,,2019-10-18 09:48:16
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",saleen218,THE GREAT USA,2019-10-18 09:41:35
@ChicagoPD19 @JennyBluedog @cta I. Love. This.  This man then went on to run the marathon.  👏👏👏👏,SteelCity_Burg,"Pittsburgh, PA",2019-10-18 09:38:31
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",DewZ28,"Ohio, USA",2019-10-18 09:36:35
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",JamesGuatlo,,2019-10-18 09:30:00
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",JennyBluedog,NY/PHX,2019-10-18 09:28:27
Standing room only since the train prior to 4am disappeared.  6 seats taken due to people sleeping across them. One… https://t.co/u51hUOPbyq,runMichelerun,"Chicago/Powell River, BC",2019-10-18 09:04:19
"Once again @cta, it’s 4am and one of the trains has dropped off the map. Now I am sure the next one will be packed.… https://t.co/hDH3HmXiF5",runMichelerun,"Chicago/Powell River, BC",2019-10-18 09:00:15
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",DavidFl02313804,Thailand,2019-10-18 08:38:42
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",LPaingood,"Tennessee, USA",2019-10-18 08:34:40
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",rhonda_gomez,NC & Ohio,2019-10-18 08:25:47
"RT @ChicagoPD19: What this #GoodSamaritan did is very heroic. However,  I do not encourage citizens to confront #ArmedSuspect

#GoodSamarit…",VirguleVirgule1,,2019-10-18 08:14:36
